class_id,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_entropy,fractal_dim,foreground_ratio,sym_lr,sym_tb,sym_axis_shift,sym_axis_corr,sym_bilateral_texture_corr,color_h_bin0,color_h_bin1,color_h_bin2,color_h_bin3,color_h_bin4,color_h_bin5,color_h_bin6,color_h_bin7,color_h_mean,color_h_std,color_s_bin0,color_s_bin1,color_s_bin2,color_s_bin3,color_s_bin4,color_s_bin5,color_s_bin6,color_s_bin7,color_s_mean,color_s_std,color_v_bin0,color_v_bin1,color_v_bin2,color_v_bin3,color_v_bin4,color_v_bin5,color_v_bin6,color_v_bin7,color_v_mean,color_v_std,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_solidity,shape_extent,cub_name,scientific_name,Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
48,6.135804885262132,1.0669210329780698,0.7083768336518133,0.027486100090737486,0.9449113213955638,4.714830653029223,1.7827237948128354,0.514630126953125,0.08498637380889178,0.019834642969077082,1.4,0.08958446602189912,0.9711837099617808,0.60091552734375,0.1597381591796875,0.07364501953125,0.129559326171875,0.0167694091796875,0.01937255859375,0.0,0.0,41.71522521972656,32.99244296955652,0.2102386474609375,0.1696380615234375,0.2487762451171875,0.2318878173828125,0.0554779052734375,0.0389007568359375,0.02435302734375,0.0207275390625,80.21856994628907,50.88228976141257,0.04801025390625,0.1108245849609375,0.1172821044921875,0.132232666015625,0.1488677978515625,0.1288665771484375,0.1661285400390625,0.1477874755859375,144.88967895507812,64.60834646819697,29221.0,1933.7467941999435,0.1059298068516712,1.1240515445933945,0.639784675539977,0.49496153664026254,European_Goldfinch,Carduelis carduelis,10214.0,Carduelis carduelis,Fringillidae,Passeriformes,AVIBASE-59353A05,30.0,11.0,19.0,0.0,12.0,15.4,11.2,5.5,7.2,14.7,77.4,25.8,51.6,33.4,48.6,16.0,Dunning,,NO,,,Woodland,2.0,1.0,Herbivore,Granivore,Insessorial,23.49,63.96,50.13,35.73,11860717.87
49,10.619650539376748,1.5098430760288764,0.6409884636317262,0.021421051674855793,0.9175438944006192,4.956666085657523,1.7735462966732158,0.472613525390625,0.12768604080701612,0.0748529237405555,2.2,0.12469827825239477,0.9869589480386984,0.424658203125,0.416876220703125,0.061956787109375,0.0686737060546875,0.0178131103515625,0.01002197265625,0.0,0.0,43.162139892578125,27.271547950369133,0.224261474609375,0.1226226806640625,0.1090667724609375,0.107891845703125,0.148583984375,0.122772216796875,0.0721435546875,0.092657470703125,110.22127075195313,51.64731550665407,0.0956939697265625,0.1346588134765625,0.110723876953125,0.107342529296875,0.109869384765625,0.1376220703125,0.2355377197265625,0.0685516357421875,134.12991027832032,68.63024930576486,23601.6,1261.211072921753,0.23544775580776184,1.1046541203802607,0.6730055347374224,0.570011113399158,Boat_tailed_Grackle,Quiscalus major,10539.0,Quiscalus major,Icteridae,Passeriformes,AVIBASE-EF47E15D,5.0,3.0,2.0,0.0,4.0,38.5,28.1,6.9,10.5,42.8,155.0,47.6,111.9,29.7,141.4,151.21,Dunning,,NO,,,Wetland,3.0,1.0,Carnivore,Omnivore,Terrestrial,24.99,41.14,30.85,-81.65,202767.11
50,3.836299883932484,0.8989568595392313,0.7034961708236261,0.016723021078245803,0.9615031181507752,4.72548332194871,1.7499765976334587,0.4710174560546875,0.17409689359386302,0.04643640395207702,-18.6,0.16481699144484327,0.9715018781345423,0.3675048828125,0.012896728515625,0.00635986328125,0.532379150390625,0.03497314453125,0.04588623046875,0.0,0.0,76.64747314453125,41.76716496771244,0.1956695556640625,0.328997802734375,0.2168365478515625,0.163470458984375,0.0566131591796875,0.0213623046875,0.0092315673828125,0.007818603515625,69.80145874023438,39.899196092947705,0.052337646484375,0.13958740234375,0.1204864501953125,0.1140625,0.1341827392578125,0.1650482177734375,0.1904022216796875,0.083892822265625,137.66805725097657,63.25789456301131,25970.9,1508.5379837751389,0.22021217716932004,0.961692082997958,0.7036263455181817,0.561888933008587,Eared_Grebe,Podiceps nigricollis,564.0,Podiceps nigricollis,Podicipedidae,Podicipediformes,AVIBASE-32DCEC14,5.0,2.0,2.0,1.0,4.0,26.2,15.4,5.5,5.9,39.6,127.2,55.1,70.1,44.0,28.0,412.44,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic,-34.84,62.0,41.93,13.31,16435591.3
51,4.8918221311169505,1.0626627932203356,0.6785421668415805,0.02109512329686413,0.9515837942257594,4.7656826338645715,1.8002859174819594,0.5458160400390625,0.16765699505071222,0.1749088040979868,-12.8,0.13934549518644718,0.9649454519897682,0.428466796875,0.042919921875,0.070574951171875,0.4195587158203125,0.0115509033203125,0.0269287109375,0.0,0.0,64.38165588378907,41.815674947070754,0.4849365234375,0.2129180908203125,0.1437713623046875,0.102154541015625,0.0402587890625,0.0096893310546875,0.0037567138671875,0.0025146484375,48.9638916015625,34.824145434615424,0.0335113525390625,0.0729400634765625,0.0996185302734375,0.1626434326171875,0.1575714111328125,0.1386962890625,0.2317596435546875,0.10325927734375,149.91289672851562,58.081495790406294,23950.3,1635.7103920459747,0.1780310589204764,1.0912351873088686,0.6464019628117124,0.4987473927847037,Horned_Grebe,Podiceps auritus,563.0,Podiceps auritus,Podicipedidae,Podicipediformes,AVIBASE-018B3169,6.0,2.0,4.0,0.0,4.0,30.2,15.4,4.7,7.1,42.9,137.8,57.2,78.3,42.2,33.2,453.0,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic,41.12,70.66,57.33,19.63,16211072.27
52,5.1836749760819405,1.0871473256637552,0.6811556723683025,0.019987585171187046,0.9468473095393876,4.802571113516612,1.7456174084198206,0.4462615966796875,0.25264635973607696,0.07081949836524873,0.0,0.23541132272073137,0.9718728675481916,0.51048583984375,0.061474609375,0.0903564453125,0.2239654541015625,0.0666748046875,0.0470428466796875,0.0,0.0,58.961175537109376,48.097701765703825,0.3250701904296875,0.2024017333984375,0.1695648193359375,0.1865203857421875,0.08707275390625,0.017889404296875,0.0066741943359375,0.0048065185546875,65.99481201171875,47.594992215850105,0.0430389404296875,0.118939208984375,0.1455963134765625,0.150421142578125,0.130194091796875,0.167523193359375,0.146697998046875,0.097589111328125,137.19817504882812,62.14115274893457,21427.6,1536.9158614635467,0.1802489894180708,1.11315818645383,0.6559968202000562,0.5663247222516958,Pied_billed_Grebe,Podilymbus podiceps,554.0,Podilymbus podiceps,Podicipedidae,Podicipediformes,AVIBASE-9A8E55D0,8.0,2.0,2.0,4.0,4.0,28.8,14.1,5.4,10.6,37.1,125.6,41.8,81.1,34.0,32.6,411.93,Dunning,,NO,,,Wetland,3.0,2.0,Carnivore,Aquatic predator,Aquatic,-51.63,62.3,21.61,-86.81,21361785.48
53,5.731512840123432,1.0667033567246906,0.6991279648459905,0.04047721505253266,0.9188616120775132,4.475061390869084,1.71754365026379,0.4056793212890625,0.0439899774271025,0.16301613689166952,6.4,0.030364098738619033,0.9794736721178786,0.399810791015625,0.0450439453125,0.0222564697265625,0.4927947998046875,0.0241668701171875,0.0159271240234375,0.0,0.0,67.64605102539062,37.80139384298654,0.293304443359375,0.29739990234375,0.0944305419921875,0.1234405517578125,0.1560638427734375,0.0239288330078125,0.006103515625,0.005328369140625,68.67655334472656,38.76535302741945,0.0300140380859375,0.06419677734375,0.1255157470703125,0.292877197265625,0.183837890625,0.184368896484375,0.0671112060546875,0.0520782470703125,130.89071655273438,50.16281910692224,18219.8,1314.5747370004653,0.12683929857604861,0.9291305284767901,0.600743447614023,0.49249650325785926,Western_Grebe,Aechmophorus occidentalis,570.0,Aechmophorus occidentalis,Podicipedidae,Podicipediformes,AVIBASE-C6E1197B,4.0,0.0,3.0,1.0,4.0,73.2,54.1,6.6,10.2,71.7,184.5,75.4,109.0,40.8,29.8,1136.95,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic,18.07,58.29,44.29,-110.04,4866227.6
54,10.405451484396758,1.6296486068338631,0.5974245318283173,0.012034188559675515,0.905881033303228,5.226512878251905,1.7471723759237137,0.416790771484375,0.08072196792556709,0.11410393627538677,4.6,0.08457846878541385,0.9675879223976678,0.4001434326171875,0.234271240234375,0.0158599853515625,0.268585205078125,0.049169921875,0.03197021484375,0.0,0.0,61.59992370605469,44.006564641107275,0.180096435546875,0.234332275390625,0.1666839599609375,0.1380523681640625,0.1100830078125,0.0707550048828125,0.0511077880859375,0.04888916015625,93.41824340820312,53.91075899314704,0.044183349609375,0.111199951171875,0.1253173828125,0.16375732421875,0.1986175537109375,0.1507659912109375,0.1125335693359375,0.0936248779296875,135.28766174316405,60.491894433114155,16854.1,1806.3894340991974,0.07533943880891494,1.0539820540679243,0.5310044958385467,0.374983406865641,Blue_Grosbeak,Passerina caerulea,10712.0,Passerina caerulea,Cardinalidae,Passeriformes,AVIBASE-A7A75EA1,22.0,7.0,14.0,1.0,7.0,17.0,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.39,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Generalist,9.17,46.7,32.93,-98.5,5300267.2
55,7.640661256934891,1.3540194773734626,0.624417235806596,0.010516960123052414,0.9374999412357787,5.158713602210156,1.7560672009798395,0.4518951416015625,0.13410077305847393,0.04201022399497758,-10.4,0.13627555354670287,0.9969185948767889,0.6328033447265625,0.097918701171875,0.117181396484375,0.0992431640625,0.0275421142578125,0.025311279296875,0.0,0.0,44.73690490722656,30.834342438816442,0.126708984375,0.185015869140625,0.22955322265625,0.1886810302734375,0.1117828369140625,0.078216552734375,0.04866943359375,0.0313720703125,97.68128967285156,54.22517333381794,0.0662261962890625,0.136651611328125,0.1267364501953125,0.1316558837890625,0.153741455078125,0.154998779296875,0.127752685546875,0.1022369384765625,132.86492919921875,66.3535961041174,15508.9,1184.2094702959062,0.17569929438181725,0.9702076732693573,0.637929443608738,0.46304477930233096,Evening_Grosbeak,Hesperiphona vespertina,10060.0,Hesperiphona vespertina,Fringillidae,Passeriformes,AVIBASE-C6B5497C,5.0,2.0,3.0,0.0,4.0,22.7,16.0,10.5,14.5,21.4,109.8,37.6,72.4,34.2,67.2,57.3,Dunning,,NO,,,Forest,1.0,2.0,Herbivore,Omnivore,Insessorial,17.03,60.61,47.25,-102.49,3942604.88
56,9.49179959290931,1.4357179166697414,0.6294554486032579,0.012006276411645428,0.8968379753531293,5.0969633921517055,1.747731375211697,0.42801513671875,0.04152235882007512,0.08261544214757215,-21.2,0.06151745974199154,0.99452408547689,0.575238037109375,0.0288116455078125,0.0260833740234375,0.125787353515625,0.0488983154296875,0.1951812744140625,0.0,0.0,64.06434936523438,51.57340893975263,0.2943634033203125,0.178521728515625,0.2767333984375,0.128192138671875,0.078558349609375,0.031292724609375,0.006793212890625,0.0055450439453125,67.89774475097656,39.986042697161636,0.019482421875,0.0984466552734375,0.13453369140625,0.1846923828125,0.171356201171875,0.15694580078125,0.115338134765625,0.1192047119140625,141.77607421875,60.73809227521487,13521.0,1296.906943297386,0.14142969664579325,1.740142101656001,0.5983246829248071,0.4356482874694077,Pine_Grosbeak,Pinicola enucleator,10129.0,Pinicola enucleator,Fringillidae,Passeriformes,AVIBASE-83AC4DAD,13.0,6.0,7.0,0.0,4.0,16.6,12.3,8.6,11.2,19.6,109.2,32.1,77.1,29.4,85.1,56.4,Dunning,,NO,,,Forest,1.0,2.0,Herbivore,Omnivore,Insessorial,34.57,70.33,58.66,26.24,18396768.3
57,4.839648108659185,0.8918368651319375,0.7397394952749163,0.021412822619575354,0.9548906241683633,4.635617938870431,1.764951705365776,0.5064178466796875,0.07739579761424571,0.01009129580834332,-8.8,0.05831858065981861,0.9456614936792332,0.2747467041015625,0.48299560546875,0.039007568359375,0.1326873779296875,0.0403350830078125,0.0302276611328125,0.0,0.0,53.66111755371094,32.04875421132611,0.3173095703125,0.185113525390625,0.2387542724609375,0.1117279052734375,0.071405029296875,0.035546875,0.024066162109375,0.01607666015625,69.70146484375,48.161287309820736,0.0555999755859375,0.0984161376953125,0.14744873046875,0.12249755859375,0.1457977294921875,0.206951904296875,0.1520751953125,0.0712127685546875,137.03924560546875,61.37796637090344,24989.9,1819.664126777649,0.11103922539150038,1.266417572463768,0.5996196799357655,0.47192657030900104,Rose_breasted_Grosbeak,Pheucticus ludovicianus,10703.0,Pheucticus ludovicianus,Cardinalidae,Passeriformes,AVIBASE-7C2FCB13,47.0,25.0,21.0,1.0,10.0,18.6,11.8,8.8,11.8,21.6,101.3,27.4,75.8,26.5,74.6,42.0,Dunning,,NO,,,Forest,2.0,3.0,Herbivore,Omnivore,Insessorial,33.98,63.06,47.76,-96.18,3980871.24
58,5.433257521949841,1.040414249566055,0.7050376938493695,0.027130418781339864,0.9497203181209308,4.599825286266396,1.6982554195745982,0.398406982421875,0.1772255577397015,0.08942532837370228,-13.2,0.15599842883814982,0.9516365169176169,0.339666748046875,0.042718505859375,0.0649627685546875,0.4174896240234375,0.068017578125,0.067144775390625,0.0,0.0,76.52604064941406,46.39797961685771,0.44578857421875,0.198419189453125,0.220233154296875,0.0814605712890625,0.030078125,0.0123291015625,0.0060516357421875,0.0056396484375,49.318505859375,36.31359958374195,0.060882568359375,0.105572509765625,0.120599365234375,0.2158294677734375,0.222344970703125,0.1061370849609375,0.08076171875,0.087872314453125,127.98643798828125,58.461752182894124,21828.3,1530.09576151371,0.11409586650771666,0.9134866949910554,0.5902567211667116,0.4349513047698208,Pigeon_Guillemot,Cepphus columba,2698.0,Cepphus columba,Alcidae,Charadriiformes,AVIBASE-2F5DF476,5.0,3.0,2.0,0.0,4.0,36.5,22.4,6.1,9.9,32.0,173.4,69.2,103.5,40.1,46.4,530.0,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aquatic,34.29,69.21,55.77,-72.97,1700815.29
59,6.83968725869082,1.249632934360781,0.6668234301376244,0.019699718925000418,0.9303476383564753,4.865261909696376,1.7741289008796692,0.4673248291015625,0.12698598667680813,0.07923531779371154,0.0,0.11292426662899975,0.9949700546193057,0.357305908203125,0.162176513671875,0.1248199462890625,0.3480438232421875,0.004559326171875,0.003094482421875,0.0,0.0,60.98428955078125,33.8768219423493,0.2921356201171875,0.312799072265625,0.2435760498046875,0.0684967041015625,0.0429412841796875,0.0201995849609375,0.0100189208984375,0.009832763671875,58.46701354980469,41.31518717526253,0.024188232421875,0.068939208984375,0.1330780029296875,0.2109832763671875,0.207733154296875,0.1338470458984375,0.1043426513671875,0.116888427734375,140.96585083007812,55.95323552722764,23547.2,1933.1291305065156,0.15246864254619855,0.9742037204736393,0.6044675380887821,0.46958201881249134,California_Gull,Larus californicus,2626.0,Larus californicus,Laridae,Charadriiformes,AVIBASE-7FCE8A43,4.0,2.0,2.0,0.0,4.0,55.7,19.8,7.0,14.2,57.0,377.0,220.2,156.8,58.4,140.0,683.39,Dunning,,NO,,,Coastal,3.0,2.0,Omnivore,Omnivore,Terrestrial,37.92,64.01,52.58,-110.0,1997786.84
60,4.434414208863016,0.9805056867300245,0.7009979116696002,0.03196640229405759,0.9433370702313202,4.572895004744175,1.6935855363028813,0.3720062255859375,0.15005894244333598,0.08505708440811086,14.4,0.12108318184244833,0.9738356847076485,0.22894287109375,0.0718597412109375,0.0472442626953125,0.5333526611328125,0.0774139404296875,0.0411865234375,0.0,0.0,87.80989074707031,39.32448406336962,0.4618255615234375,0.2333251953125,0.100177001953125,0.1063690185546875,0.0671844482421875,0.0247161865234375,0.0051422119140625,0.0012603759765625,52.567376708984376,36.86108095863838,0.0098175048828125,0.085931396484375,0.1379974365234375,0.2169708251953125,0.25479736328125,0.1924560546875,0.070562744140625,0.0314666748046875,132.33019104003907,47.356148570706154,20760.1,1689.0082829475402,0.14084367754113955,1.0792942644577515,0.5971518470932368,0.4490659890492288,Glaucous_winged_Gull,Larus glaucescens,2636.0,Larus glaucescens,Laridae,Charadriiformes,AVIBASE-03AC32BA,4.0,2.0,2.0,0.0,4.0,69.8,25.2,9.2,19.7,65.2,411.8,218.2,193.5,53.0,166.0,1056.54,Dunning,,NO,,,Coastal,3.0,3.0,Carnivore,Aquatic predator,Generalist,45.49,65.31,58.07,-98.43,899194.26
61,6.85967333773735,1.190575269442997,0.6741850655970264,0.019957571043247878,0.9375448083695644,4.763574930562998,1.7522180295695526,0.464727783203125,0.28176780806052243,0.12638005346418874,-12.8,0.2617470541832966,0.9616288320992259,0.5517913818359375,0.018255615234375,0.024444580078125,0.339306640625,0.040277099609375,0.0259246826171875,0.0,0.0,58.16709899902344,40.88533849060586,0.43284912109375,0.2908050537109375,0.179083251953125,0.046759033203125,0.0439666748046875,0.0056365966796875,0.000555419921875,0.0003448486328125,44.493829345703126,30.216720221139536,0.0316680908203125,0.0990234375,0.145440673828125,0.1559539794921875,0.1851715087890625,0.1885467529296875,0.1460540771484375,0.0481414794921875,135.73367919921876,55.70578764512594,22528.2,1326.3306683778762,0.25246762465081,0.9989827784156142,0.7131052215830348,0.6127543774940568,Heermann_Gull,Larus heermanni,2617.0,Larus heermanni,Laridae,Charadriiformes,AVIBASE-6996D540,4.0,2.0,2.0,0.0,4.0,56.3,18.0,6.0,12.2,51.6,336.2,185.8,150.5,55.2,133.2,499.99,Dunning,,NO,,,Coastal,3.0,1.0,Carnivore,Aquatic predator,Aerial,20.29,36.98,27.49,-114.16,842438.69
62,5.956701173311787,1.2099093360873276,0.6437230821127855,0.02067312647717037,0.9339297663099296,4.794721947355548,1.7894536030944015,0.5225311279296875,0.09951795923977455,0.09129910394034162,4.4,0.08642033121567401,0.9893523714057,0.300164794921875,0.0718048095703125,0.0978271484375,0.482354736328125,0.029443359375,0.0184051513671875,0.0,0.0,75.93529357910157,40.52661284699291,0.64124755859375,0.1673858642578125,0.1028717041015625,0.044921875,0.0217437744140625,0.01243896484375,0.0052001953125,0.0041900634765625,35.72867431640625,29.881268678372095,0.0150787353515625,0.088623046875,0.1385467529296875,0.183258056640625,0.2689453125,0.165802001953125,0.0930633544921875,0.0466827392578125,134.3626495361328,48.975597569901495,31946.0,2302.4899393081664,0.11681569839504766,1.0491319444444445,0.616037028155709,0.5515959849590623,Herring_Gull,Larus argentatus,2629.0,Larus argentatus,Laridae,Charadriiformes,AVIBASE-F002188E,6.0,2.0,4.0,0.0,2.0,74.0,24.5,8.9,19.6,63.2,430.8,230.3,200.5,53.4,170.2,1090.99,Dunning,,NO,,,Coastal,3.0,2.0,Carnivore,Aquatic predator,Generalist,44.17,71.19,62.73,23.88,1540126.95
63,3.0078386928721863,0.6891425466930781,0.7627582083353206,0.031371439084824954,0.9702176966236437,4.322934084219609,1.780959158772855,0.492529296875,0.3854244394590283,0.3086676217074283,1.8,0.3538649927202055,0.9875722064397202,0.349713134765625,0.049517822265625,0.1011627197265625,0.462347412109375,0.029022216796875,0.0082366943359375,0.0,0.0,71.34941711425782,37.43447220505177,0.654290771484375,0.287652587890625,0.0527984619140625,0.00355224609375,0.001263427734375,0.000372314453125,6.7138671875e-05,3.0517578125e-06,27.47303466796875,18.625412497419862,0.0702178955078125,0.081170654296875,0.0897491455078125,0.2060882568359375,0.23001708984375,0.1451812744140625,0.0805145263671875,0.0970611572265625,134.54583435058595,54.125879304384796,24171.5,1101.408634853363,0.2523753411987915,0.8698886771573996,0.7192821556185399,0.4792697953428357,Ivory_Gull,Pagophila eburnea,2593.0,Pagophila eburnea,Laridae,Charadriiformes,AVIBASE-FED91A1F,5.0,2.0,2.0,1.0,4.0,45.1,16.5,6.6,11.6,38.7,333.4,201.8,129.2,61.0,137.0,549.99,Dunning,,NO,,,Marine,3.0,2.0,Carnivore,Aquatic predator,Aerial,50.73,84.11,74.49,-22.41,17367390.8
64,5.052052058653717,0.9542304149917165,0.7302479808721547,0.030308626698076897,0.9414511470863968,4.461616115373503,1.7909046330569898,0.5124603271484375,0.1356661618899827,0.15465873446966466,1.2,0.12289129887601943,0.9882485896385731,0.3067138671875,0.1556976318359375,0.009783935546875,0.439190673828125,0.0658966064453125,0.02271728515625,0.0,0.0,73.56515808105469,36.933353360928756,0.5103851318359375,0.186328125,0.1162994384765625,0.1067840576171875,0.0613006591796875,0.009954833984375,0.003936767578125,0.005010986328125,49.29359741210938,41.95019022316723,0.0241302490234375,0.049591064453125,0.1224822998046875,0.208587646484375,0.3288055419921875,0.1674957275390625,0.0555328369140625,0.0433746337890625,134.15674743652343,45.881074626947566,22538.8,1328.2815477132797,0.21026703961676926,0.7793337617365153,0.6791499125484802,0.5146497247175656,Ring_billed_Gull,Larus delawarensis,2622.0,Larus delawarensis,Laridae,Charadriiformes,AVIBASE-23863F65,5.0,2.0,2.0,1.0,4.0,48.1,19.6,6.2,13.0,51.2,366.0,205.5,160.0,56.2,133.2,516.31,Dunning,,NO,,,Coastal,3.0,2.0,Carnivore,Omnivore,Terrestrial,39.94,61.17,50.01,-101.06,5396423.36
65,3.928529647344478,0.8437264832757105,0.7366848799592501,0.026507183972624443,0.9585162462282402,4.515021412255744,1.8121892323529418,0.5948272705078125,0.23364198696709093,0.2115395569871962,-4.6,0.18815382903030203,0.9631095786065668,0.240924072265625,0.03704833984375,0.0550750732421875,0.6112335205078125,0.03272705078125,0.022991943359375,0.0,0.0,83.95973205566406,35.05453175437822,0.5571929931640625,0.338934326171875,0.0718414306640625,0.01748046875,0.007489013671875,0.00350341796875,0.00181884765625,0.001739501953125,34.54454650878906,26.4312582880848,0.0319488525390625,0.0769256591796875,0.110504150390625,0.1406494140625,0.1216552734375,0.22291259765625,0.1620574951171875,0.1333465576171875,151.48544006347657,57.610644038520014,34118.5,1196.0774386167527,0.31138260727119504,0.8320064026253469,0.7894099732016073,0.6614650171672879,Slaty_backed_Gull,Larus schistisagus,2635.0,Larus schistisagus,Laridae,Charadriiformes,AVIBASE-456C7FAE,4.0,2.0,2.0,0.0,4.0,68.1,24.8,9.2,19.6,68.2,435.0,231.0,204.0,53.1,171.5,1323.0,Dunning,,NO,,,Coastal,3.0,2.0,Carnivore,Omnivore,Generalist,40.6,66.86,53.48,145.75,1114985.14
66,5.985988412435111,1.135286870702885,0.6632911212764554,0.017204462590194147,0.9266049321811964,4.795593991856536,1.7465428016525653,0.4940826416015625,0.22855313359882268,0.09853781484019317,10.0,0.20231155241490698,0.9824792527294133,0.3022796630859375,0.193658447265625,0.07685546875,0.329290771484375,0.0708282470703125,0.02708740234375,0.0,0.0,69.59124450683593,42.6913297665947,0.532879638671875,0.2419342041015625,0.053448486328125,0.040234375,0.067724609375,0.04166259765625,0.0129974365234375,0.00911865234375,47.793557739257814,37.56666786669014,0.02987060546875,0.081170654296875,0.149169921875,0.195806884765625,0.1552642822265625,0.1690032958984375,0.15704345703125,0.0626708984375,137.3526611328125,53.99506709490654,24544.3,1571.045629453659,0.1289343499879929,1.3905267414186109,0.5630268868982846,0.4405209907400023,Western_Gull,Larus occidentalis,2625.0,Larus occidentalis,Laridae,Charadriiformes,AVIBASE-575A3E3B,6.0,4.0,2.0,0.0,5.0,64.8,23.8,8.5,18.3,64.2,397.5,200.6,193.0,51.0,145.2,922.78,Dunning,,NO,,,Marine,3.0,2.0,Carnivore,Omnivore,Generalist,27.01,46.73,35.71,-120.02,91633.8
67,3.5599054743895353,0.8408097722756068,0.7271088450233079,0.02630130121195006,0.9570915556018631,4.561337114470459,1.7039786125593301,0.3956329345703125,0.05968097940131869,0.13789925469197414,-6.8,0.051698277737578804,0.9390607237932789,0.63050537109375,0.182537841796875,0.0153839111328125,0.022900390625,0.03961181640625,0.1090606689453125,0.0,0.0,44.799563598632815,45.19589856705035,0.0957427978515625,0.144805908203125,0.2051300048828125,0.2259033203125,0.1024444580078125,0.092803955078125,0.052923583984375,0.0802459716796875,111.71199645996094,53.977340891418336,0.0376556396484375,0.073004150390625,0.2060760498046875,0.1611236572265625,0.158734130859375,0.135302734375,0.10465087890625,0.1234527587890625,137.23717651367187,61.02923207735864,21130.4,1383.919728589058,0.12884935560702243,1.307134939342888,0.6233334258166681,0.4724852167083694,Anna_Hummingbird,Calypte anna,1557.0,Calypte anna,Trochilidae,Caprimulgiformes,AVIBASE-42393721,5.0,2.0,3.0,0.0,3.0,20.6,15.7,1.6,1.7,4.6,49.0,32.1,16.9,65.6,30.0,4.24,Dunning,,NO,,,Woodland,2.0,2.0,Herbivore,Nectarivore,Aerial,28.86,49.69,37.61,-118.56,493015.73
68,2.4875067583066834,0.5904438227770796,0.8052416259380312,0.0596940143966733,0.9729314057503503,4.000701677310454,1.6612257882399415,0.3853515625,0.2150459997840556,0.2547417917285005,4.8,0.186643787480447,0.9348587157356967,0.340667724609375,0.468359375,0.0704833984375,0.0945098876953125,0.0126953125,0.0132843017578125,0.0,0.0,48.2518798828125,27.28691753489749,0.362738037109375,0.1722686767578125,0.21624755859375,0.1230224609375,0.0857391357421875,0.0263519287109375,0.0085357666015625,0.005096435546875,62.498678588867186,37.70753106492241,0.172503662109375,0.14688720703125,0.1223968505859375,0.1144622802734375,0.134326171875,0.125543212890625,0.090130615234375,0.09375,114.90873107910156,54.10598213557277,26967.1,1618.0848209619521,0.13383002353349693,1.1376566998892579,0.5902372783594814,0.4858273128078242,Ruby_throated_Hummingbird,Archilochus colubris,1560.0,Archilochus colubris,Trochilidae,Caprimulgiformes,AVIBASE-DEC3D8D0,11.0,4.0,6.0,1.0,4.0,20.7,15.1,1.8,1.9,3.4,40.7,27.6,14.7,65.0,24.3,3.09,Dunning,,NO,,,Woodland,2.0,3.0,Omnivore,Nectarivore,Generalist,25.86,54.77,41.87,-87.72,4936988.47
69,2.259303268912793,0.5853083989974328,0.7963819838324382,0.02593851099420823,0.9707867531443037,4.295690094497283,1.7179040935681864,0.37879638671875,0.1168062423124943,0.1367153929737821,-13.2,0.09291151812825386,0.923356343021981,0.543328857421875,0.380975341796875,0.0183135986328125,0.0125701904296875,0.0118499755859375,0.0329620361328125,0.0,0.0,35.56983947753906,27.842892429844664,0.2113372802734375,0.1298004150390625,0.153741455078125,0.2065093994140625,0.134796142578125,0.0786865234375,0.0393280029296875,0.04580078125,97.71780395507812,46.470413254411085,0.054486083984375,0.09547119140625,0.1610260009765625,0.2074615478515625,0.208135986328125,0.1606719970703125,0.06737060546875,0.0453765869140625,124.42236938476563,51.97669689734926,23137.9,1617.4769132852555,0.13848974657210572,1.167512975171332,0.566824628302361,0.43628527905676195,Rufous_Hummingbird,Selasphorus rufus,1563.0,Selasphorus rufus,Trochilidae,Caprimulgiformes,AVIBASE-1E1B6D19,5.0,2.0,3.0,0.0,4.0,20.4,15.4,1.6,1.7,2.5,40.7,28.2,13.9,67.0,29.8,3.5,Dunning,,NO,,,Forest,2.0,1.0,Herbivore,Nectarivore,Aerial,41.87,61.63,51.14,-123.62,1526769.21
